"","EVENT_ID","CZ_NAME_STR","BEGIN_LOCATION","BEGIN_DATE","BEGIN_TIME","EVENT_TYPE","STATE_ABBR","EPISODE_ID","CZ_TYPE","BEGIN_AZIMUTH","END_AZIMUTH","END_LOCATION","END_DATE","END_TIME","BEGIN_LON","BEGIN_LAT","END_LON","END_LAT"
"1",5541358,"DISTRICT OF COLUMBIA CO.","ALL","01/19/1996",1100,"Flash Flood","DC",2403644,"C",NA,NA,"ALL","01/19/1996",1300,NA,NA,NA,NA
"2",5541359,"DISTRICT OF COLUMBIA (ZONE)",NA,"01/20/1996",730,"Flood","DC",2403645,"Z",NA,NA,NA,"01/23/1996",500,NA,NA,NA,NA
"3",5561204,"DISTRICT OF COLUMBIA CO.","N PORTION","06/18/1996",30,"Flash Flood","DC",1014286,"C",NA,NA,"N PORTION","06/18/1996",200,NA,NA,NA,NA
"4",5561207,"DISTRICT OF COLUMBIA CO.","NORTHWEST","06/20/1996",2200,"Flash Flood","DC",2040906,"C",NA,NA,"NORTHWEST","06/20/1996",2300,NA,NA,NA,NA
"5",5572405,"DISTRICT OF COLUMBIA CO.","DOWNTOWN","09/06/1996",1200,"Flash Flood","DC",2049837,"C",NA,NA,"DOWNTOWN","09/06/1996",1800,NA,NA,NA,NA
"6",5572407,"DISTRICT OF COLUMBIA (ZONE)",NA,"09/07/1996",2330,"Flood","DC",2049839,"Z",NA,NA,NA,"09/10/1996",45,NA,NA,NA,NA
"7",5572790,"DISTRICT OF COLUMBIA CO.","CITYWIDE","11/08/1996",1600,"Flash Flood","DC",2049872,"C",NA,NA,"CITYWIDE","11/08/1996",1715,NA,NA,NA,NA
"8",5600268,"DISTRICT OF COLUMBIA CO.","UPPER NORTHWEST","05/25/1997",2100,"Flash Flood","DC",2062509,"C",NA,NA,"UPPER NORTHWEST","05/25/1997",2259,NA,NA,NA,NA
"9",5635978,"DISTRICT OF COLUMBIA CO.","NORTHWEST PORTION","02/04/1998",1200,"Flash Flood","DC",2073395,"C",NA,NA,"NORTHWEST PORTION","02/05/1998",1200,NA,NA,NA,NA
"10",5632971,"DISTRICT OF COLUMBIA CO.","EAST PORTION","03/09/1998",500,"Flash Flood","DC",2074384,"C",NA,NA,"EAST PORTION","03/09/1998",1000,NA,NA,NA,NA
"11",5658567,"DISTRICT OF COLUMBIA CO.","NORTHWEST PORTION","06/23/1998",2045,"Flash Flood","DC",2082391,"C",NA,NA,"NORTHWEST PORTION","06/23/1998",2130,NA,NA,NA,NA
"12",5718781,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","08/25/1999",1700,"Flash Flood","DC",2413456,"C",NA,NA,"COUNTYWIDE","08/25/1999",2100,NA,NA,NA,NA
"13",5716690,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","09/16/1999",800,"Flash Flood","DC",2412892,"C",NA,NA,"COUNTYWIDE","09/16/1999",1500,NA,NA,NA,NA
"14",5254401,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","06/22/2001",2250,"Flash Flood","DC",1118128,"C",NA,NA,"COUNTYWIDE","06/22/2001",2359,NA,NA,NA,NA
"15",5263790,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","08/10/2001",1430,"Flash Flood","DC",1121751,"C",NA,NA,"COUNTYWIDE","08/10/2001",1515,NA,NA,NA,NA
"16",5263600,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","08/11/2001",1530,"Flash Flood","DC",1121752,"C",NA,NA,"COUNTYWIDE","08/11/2001",1730,NA,NA,NA,NA
"17",5342403,"DISTRICT OF COLUMBIA (ZONE)",NA,"02/22/2003",800,"Flood","DC",1147476,"Z",NA,NA,NA,"02/23/2003",600,NA,NA,NA,NA
"18",5347744,"DISTRICT OF COLUMBIA (ZONE)",NA,"03/20/2003",1415,"Flood","DC",1148715,"Z",NA,NA,NA,"03/20/2003",1800,NA,NA,NA,NA
"19",5369223,"DISTRICT OF COLUMBIA (ZONE)",NA,"05/16/2003",730,"Flood","DC",1160457,"Z",NA,NA,NA,"05/16/2003",1000,NA,NA,NA,NA
"20",5370179,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","06/12/2003",1700,"Flash Flood","DC",1156726,"C",NA,NA,"COUNTYWIDE","06/12/2003",1800,NA,NA,NA,NA
"21",5370180,"DISTRICT OF COLUMBIA (ZONE)",NA,"06/20/2003",1410,"Flood","DC",1156727,"Z",NA,NA,NA,"06/20/2003",1510,NA,NA,NA,NA
"22",5368665,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","07/10/2003",2330,"Flash Flood","DC",1160490,"C",NA,NA,"COUNTYWIDE","07/11/2003",30,NA,NA,NA,NA
"23",5335401,"DISTRICT OF COLUMBIA (ZONE)",NA,"09/23/2003",300,"Flood","DC",1163732,"Z",NA,NA,NA,"09/23/2003",1300,NA,NA,NA,NA
"24",5335400,"DISTRICT OF COLUMBIA (ZONE)",NA,"09/23/2003",1645,"Flood","DC",1163732,"Z",NA,NA,NA,"09/24/2003",1845,NA,NA,NA,NA
"25",5379911,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","11/19/2003",1800,"Flash Flood","DC",1164973,"C",NA,NA,"COUNTYWIDE","11/19/2003",2000,NA,NA,NA,NA
"26",5406535,"DISTRICT OF COLUMBIA CO.","SOUTHEAST PORTION","06/17/2004",1740,"Flash Flood","DC",1173587,"C",NA,NA,"SOUTHEAST PORTION","06/17/2004",1900,NA,NA,NA,NA
"27",5418283,"DISTRICT OF COLUMBIA CO.","US CAPITOL","07/04/2004",1510,"Flash Flood","DC",1178246,"C",NA,NA,"US CAPITOL","07/04/2004",1710,NA,NA,NA,NA
"28",5418284,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","07/27/2004",2200,"Flash Flood","DC",1178247,"C",NA,NA,"COUNTYWIDE","07/28/2004",500,NA,NA,NA,NA
"29",5421637,"DISTRICT OF COLUMBIA CO.","LINCOLN MEMORIAL","08/11/2004",1525,"Flash Flood","DC",1179579,"C",NA,NA,"LINCOLN MEMORIAL","08/11/2004",1825,NA,NA,NA,NA
"30",5436764,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","01/14/2005",715,"Flash Flood","DC",1184698,"C",NA,NA,"COUNTYWIDE","01/14/2005",1000,-77.01667,38.91667,-77.01667,38.91667
"31",5450464,"DISTRICT OF COLUMBIA (ZONE)",NA,"04/02/2005",1140,"Flood","DC",1189021,"Z",NA,NA,NA,"04/02/2005",2100,-77.01667,38.91667,-77.01667,38.91667
"32",5450465,"DISTRICT OF COLUMBIA CO.","CENTRAL PORTION","04/03/2005",210,"Flash Flood","DC",1189021,"C",NA,NA,"CENTRAL PORTION","04/03/2005",330,-77.01667,38.91667,-77.01667,38.91667
"33",5463724,"DISTRICT OF COLUMBIA (ZONE)",NA,"07/08/2005",700,"Flood","DC",1194762,"Z",NA,NA,NA,"07/08/2005",800,-77.01667,38.91667,-77.01667,38.91667
"34",5477820,"DISTRICT OF COLUMBIA (ZONE)",NA,"10/08/2005",1100,"Flood","DC",1199967,"Z",NA,NA,NA,"10/08/2005",1400,-77.01667,38.91667,-77.01667,38.91667
"35",5515325,"DISTRICT OF COLUMBIA CO.","COUNTYWIDE","06/25/2006",2100,"Flash Flood","DC",1212982,"C",NA,NA,"COUNTYWIDE","06/27/2006",0,NA,NA,NA,NA
"36",5519969,"DISTRICT OF COLUMBIA CO.","SOUTHEAST PORTION","07/05/2006",1430,"Flash Flood","DC",1215504,"C",NA,NA,"SOUTHEAST PORTION","07/05/2006",1530,NA,NA,NA,NA
"37",9537,"DISTRICT OF COLUMBIA CO.","GEORGETOWN","11/16/2006",1337,"Flood","DC",1089,"C","N","N","GEORGETOWN","11/16/2006",1830,-77.05,38.92,-77.05,38.92
"38",25788,"DISTRICT OF COLUMBIA CO.","GEORGETOWN","04/15/2007",900,"Flood","DC",4354,"C","N","N","ANACOSTIA","04/15/2007",1500,-77.05,38.92,-76.97,38.87
"39",98719,"DISTRICT OF COLUMBIA CO.","WALTER REED","05/12/2008",0,"Flood","DC",16770,"C","SW","ENE","TENLEYTOWN","05/12/2008",1200,-77.0497,38.9658,-77.0451,38.9596
"40",118348,"DISTRICT OF COLUMBIA CO.","TENLEYTOWN","07/23/2008",2000,"Flash Flood","DC",19787,"C","SSE","SW","NATIONAL ARBORETUM","07/23/2008",2200,-77.0649,38.9374,-76.9906,38.899
"41",135875,"DISTRICT OF COLUMBIA CO.","NATIONAL ARBORETUM","09/06/2008",1245,"Flash Flood","DC",22967,"C","S","S","NATIONAL ARBORETUM","09/06/2008",1613,-76.97,38.8979,-76.9692,38.8979
"42",135877,"DISTRICT OF COLUMBIA CO.","GEORGETOWN","09/06/2008",1245,"Flash Flood","DC",22967,"C","W","W","GEORGETOWN","09/06/2008",1613,-77.0526,38.9201,-77.0523,38.92
"43",135876,"DISTRICT OF COLUMBIA CO.","NATIONAL ARBORETUM","09/06/2008",1613,"Flood","DC",22967,"C","S","S","NATIONAL ARBORETUM","09/06/2008",1715,-76.9697,38.8979,-76.9692,38.8979
"44",135878,"DISTRICT OF COLUMBIA CO.","GEORGETOWN","09/06/2008",1613,"Flood","DC",22967,"C","W","W","GEORGETOWN","09/06/2008",1715,-77.0526,38.9201,-77.0523,38.92
"45",171294,"DISTRICT OF COLUMBIA CO.","MOUNT PLEASANT","05/26/2009",641,"Flash Flood","DC",29184,"C","N","N","MOUNT PLEASANT","05/26/2009",800,-77.05,38.9437,-77.0505,38.943
"46",171993,"DISTRICT OF COLUMBIA CO.","DALECARLIA RESERVOIR","06/09/2009",530,"Flash Flood","DC",29317,"C","SSE","SSE","DALECARLIA RESERVOIR","06/09/2009",800,-77.1008,38.919,-77.1005,38.9183
"47",251405,"DISTRICT OF COLUMBIA CO.","US CAPITOL","08/12/2010",645,"Flash Flood","DC",43155,"C","NW","NW","US CAPITOL","08/12/2010",745,-77.03,38.89,-77.0324,38.8925
"48",251407,"DISTRICT OF COLUMBIA CO.","GEORGETOWN","08/12/2010",652,"Flash Flood","DC",43155,"C","NE","ESE","MOUNT PLEASANT","08/12/2010",752,-77.0488,38.9214,-77.0419,38.9278
"49",251406,"DISTRICT OF COLUMBIA CO.","MOUNT PLEASANT","08/12/2010",652,"Flash Flood","DC",43155,"C","NW","NW","MOUNT PLEASANT","08/12/2010",752,-77.0545,38.9334,-77.0567,38.9362
"50",251408,"DISTRICT OF COLUMBIA CO.","BROOKLAND","08/12/2010",656,"Flash Flood","DC",43155,"C","S","SSE","BROOKLAND","08/12/2010",756,-77.0002,38.9182,-76.9948,38.9208
"51",251409,"DISTRICT OF COLUMBIA CO.","WALTER REED","08/12/2010",700,"Flash Flood","DC",43155,"C","SSE","S","WALTER REED","08/12/2010",800,-77.02,38.96,-77.027,38.9586
"52",251979,"DISTRICT OF COLUMBIA CO.","TENLEYTOWN","08/18/2010",610,"Flash Flood","DC",43245,"C","ESE","W","GEORGETOWN","08/18/2010",710,-77.0503,38.9461,-77.0622,38.9202
"53",257522,"DISTRICT OF COLUMBIA CO.","LINCOLN MEMORIAL","09/30/2010",730,"Flash Flood","DC",44330,"C","N","N","LINCOLN MEMORIAL","09/30/2010",915,-77.0467,38.8968,-77.0528,38.8996
"54",257529,"DISTRICT OF COLUMBIA CO.","BROOKLAND","09/30/2010",1000,"Flash Flood","DC",44330,"C","S","SSE","BROOKLAND","09/30/2010",1415,-77,38.92,-76.9965,38.9221
"55",264082,"DISTRICT OF COLUMBIA CO.","BOLLING AFB","10/27/2010",1315,"Flash Flood","DC",45497,"C","E","SE","BOLLING AFB","10/27/2010",1337,-77.0109,38.8497,-77.0099,38.8424
"56",267940,"DISTRICT OF COLUMBIA CO.","BENNING","12/01/2010",954,"Flash Flood","DC",46201,"C","N","NNW","BENNING","12/01/2010",1054,-76.95,38.9,-76.9545,38.8947
"57",278142,"DISTRICT OF COLUMBIA CO.","BOLLING AFB","02/02/2011",302,"Flood","DC",47723,"C","E","SE","BOLLING AFB","02/02/2011",600,-77.01,38.85,-77.0098,38.8437
"58",342302,"DISTRICT OF COLUMBIA CO.","ANACOSTIA","08/28/2011",130,"Flood","DC",57144,"C","NW","NNW","US CAPITOL","08/28/2011",700,-76.9888,38.8804,-77.0231,38.8868
"59",346897,"DISTRICT OF COLUMBIA CO.","US CAPITOL","09/07/2011",1135,"Flash Flood","DC",57805,"C","NW","WNW","US CAPITOL","09/07/2011",1515,-77.0298,38.886,-77.0328,38.8855
"60",346898,"DISTRICT OF COLUMBIA CO.","US CAPITOL","09/07/2011",1135,"Flash Flood","DC",57805,"C","NNW","NW","US CAPITOL","09/07/2011",1515,-77.0231,38.8844,-77.0248,38.8846
"61",346899,"DISTRICT OF COLUMBIA CO.","US CAPITOL","09/07/2011",1135,"Flash Flood","DC",57805,"C","NNW","NNW","US CAPITOL","09/07/2011",1515,-77.0267,38.8914,-77.0248,38.8925
"62",346900,"DISTRICT OF COLUMBIA CO.","WALTER REED","09/07/2011",1135,"Flash Flood","DC",57805,"C","SSW","SSW","WALTER REED","09/07/2011",1515,-77.0357,38.9619,-77.0351,38.9634
"63",392685,"DISTRICT OF COLUMBIA CO.","BENNING","06/01/2012",1650,"Flash Flood","DC",65601,"C","NE","NNE","BENNING","06/01/2012",1915,-76.94,38.89,-76.9408,38.8933
"64",392686,"DISTRICT OF COLUMBIA CO.","NATIONAL ARBORETUM","06/01/2012",1900,"Flash Flood","DC",65601,"C","E","E","NATIONAL ARBORETUM","06/01/2012",2100,-76.95,38.92,-76.9586,38.9185
"65",400639,"DISTRICT OF COLUMBIA CO.","BROOKLAND","07/10/2012",1920,"Flash Flood","DC",66785,"C","SW","SW","BROOKLAND","07/10/2012",2120,-77.01,38.92,-77.0153,38.9162
